uid	rna_expt	rna_value	prot_expt	prot_value	predicted_prot_value
P63010	nci60_A498	87.0	nci60_A498	71.21394028	348.3125376560311
P63010	nci60_A549	73.0	nci60_A549	78.50508346	293.6436608637881
P63010	nci60_ACHN	75.0	nci60_ACHN	42.58376303	288.9096991762263
P63010	nci60_BT549	52.0	nci60_BT549	35.97950868	164.70379642929822
P63010	nci60_Caki1	50.0	nci60_Caki1	123.1624437	171.8697290482433
P63010	nci60_DU145	114.0	nci60_DU145	63.41626954	453.6254686578927
P63010	nci60_EKVX	56.0	nci60_EKVX	51.40675079	179.93826214781842
P63010	nci60_HCT116	52.0	nci60_HCT116	25.00734589	111.55769329649311
P63010	nci60_HCT15	68.0	nci60_HCT15	80.58715251	259.384043329506
P63010	nci60_HL60	19.0	nci60_HL60	26.5378528	56.63879589906107
P63010	nci60_HOP62	53.0	nci60_HOP62	56.2956781	168.97422706693314
P63010	nci60_HOP92	77.0	nci60_HOP92	42.35167888	300.8425803607772
P63010	nci60_HS578T	29.0	nci60_HS578T	45.07248097	91.9334122828203
P63010	nci60_HT29	71.0	nci60_HT29	40.03462742	275.99107640592194
P63010	nci60_IGROV1	45.0	nci60_IGROV1	76.61273931	146.46738670096192
P63010	nci60_K562	70.0	nci60_K562	42.74116112	291.2042491331847
P63010	nci60_KM12	35.0	nci60_KM12	77.9031361	110.50297215494489
P63010	nci60_LOXIMVI	67.0	nci60_LOXIMVI	38.32777223	272.58759825055535
P63010	nci60_MCF7	25.0	nci60_MCF7	53.1316644	73.75899524033106
P63010	nci60_MDAMB231	81.0	nci60_MDAMB231	33.31421951	310.93133067990817
P63010	nci60_MDAMB435	35.0	nci60_MDAMB435	50.01692121	106.30496442198968
P63010	nci60_Malme3M	26.0	nci60_Malme3M	29.66864792	85.0407986449997
P63010	nci60_NCIH226	45.0	nci60_NCIH226	40.93041427	169.36452511885682
P63010	nci60_NCIH23	71.0	nci60_NCIH23	9.257058687	291.95985650801845
P63010	nci60_NCIH322T	68.0	nci60_NCIH322T	6.298598864	276.5363087494601
P63010	nci60_NCIH460	61.0	nci60_NCIH460	35.93491998	248.8602296186952
P63010	nci60_NCIH522	94.0	nci60_NCIH522	70.04883771	389.58873660291783
P63010	nci60_OVCAR3	24.0	nci60_OVCAR3	36.30188493	73.1734669505083
P63010	nci60_OVCAR4	25.0	nci60_OVCAR4	50.75753941	72.51669558795835
