uid	rna_expt	rna_value	prot_expt	prot_value	predicted_prot_value
O15145	tissue29_gall.bladder	50.0	tissue29_gall.bladder	60.77259979	13.163127296909527
O15145	tissue29_heart	15.0	tissue29_heart	17.61829097	4.857487159849763
O15145	tissue29_kidney	24.0	tissue29_kidney	60.68604617	13.131633624345351
O15145	tissue29_liver	17.0	tissue29_liver	45.23468211	11.329115831429108
O15145	tissue29_lung	41.0	tissue29_lung	128.6953594	22.02216490129294
O15145	tissue29_lymph.node	90.0	tissue29_lymph.node	123.9123561	13.363777239929341
O15145	tissue29_ovary	18.0	tissue29_ovary	24.26673135	11.4594134138082
O15145	tissue29_pancreas	8.0	tissue29_pancreas	29.13552148	17.28516400862959
O15145	tissue29_placenta	46.0	tissue29_placenta	53.52426821	16.358509075557436
O15145	tissue29_prostate	33.0	tissue29_prostate	14.95917683	18.862294296423922
O15145	tissue29_rectum	59.0	tissue29_rectum	40.13392106	19.912316211381462
O15145	tissue29_salivary.gland	25.0	tissue29_salivary.gland	21.6813305	6.848341672273817
O15145	tissue29_small.intestine	45.0	tissue29_small.intestine	139.0329789	16.194108946683055
O15145	tissue29_smooth.muscle	32.0	tissue29_smooth.muscle	181.9914215	6.726019676532837
O15145	tissue29_spleen	72.0	tissue29_spleen	120.6623354	8.133220348383235
O15145	tissue29_stomach	42.0	tissue29_stomach	117.4075753	13.849541061302556
O15145	tissue29_testis	21.0	tissue29_testis	36.91227352	21.196192156057435
O15145	tissue29_thyroid	32.0	tissue29_thyroid	52.43526863	29.493705481313395
O15145	tissue29_tonsil	110.0	tissue29_tonsil	230.3110587	23.64658232298917
O15145	tissue29_urinary.bladder	65.0	tissue29_urinary.bladder	186.7858298	12.496145384291278
Q96B01	tissue29_gall.bladder	1.0	tissue29_gall.bladder	0.071968467	0.023241901254375197
Q96B01	tissue29_liver	0.9	tissue29_liver	0.004019128	0.03396139121845465
Q96B01	tissue29_lung	2.0	tissue29_lung	0.146164083	0.06350841372728899
Q96B01	tissue29_stomach	3.0	tissue29_stomach	0.132493906	0.01305021880663415
Q96B01	tissue29_tonsil	8.0	tissue29_tonsil	0.003430607	0.049452329756473734
Q9UQQ2	tissue29_adrenal.gland	11.0	tissue29_adrenal.gland	0.025632719	-0.10376499841491427
Q9UQQ2	tissue29_endometrium	10.0	tissue29_endometrium	0.019018706	-0.08107201282812992
Q9UQQ2	tissue29_esophagus	6.0	tissue29_esophagus	0.014442735	-0.08887465313849541
Q9UQQ2	tissue29_gall.bladder	17.0	tissue29_gall.bladder	0.02749243	-0.0003352795127641306
Q9UQQ2	tissue29_heart	10.0	tissue29_heart	0.036839001	-0.08603964641367468
Q9UQQ2	tissue29_liver	7.0	tissue29_liver	0.239243673	-0.1132311701614579
Q9UQQ2	tissue29_lymph.node	20.0	tissue29_lymph.node	0.343240822	0.03279701457904127
Q9UQQ2	tissue29_placenta	20.0	tissue29_placenta	0.090704043	-0.0037184787790234264
Q9UQQ2	tissue29_prostate	5.0	tissue29_prostate	58.87045755	-0.09479870165753679
Q9UQQ2	tissue29_rectum	12.0	tissue29_rectum	11.59460378	-0.09608879760015321
Q9UQQ2	tissue29_stomach	6.0	tissue29_stomach	0.006268128	-0.06512094314424521
Q9UQQ2	tissue29_testis	10.0	tissue29_testis	0.061034786	-0.021680302839007348
Q9UQQ2	tissue29_thyroid	9.0	tissue29_thyroid	0.038401192	-0.024811322622661502
Q9UQQ2	tissue29_tonsil	13.0	tissue29_tonsil	0.081359176	-0.04567024826967658
Q6JQN1	tissue29_adipose.tissue	2.0	tissue29_adipose.tissue	0.356605574	0.5048553350163774
Q6JQN1	tissue29_adrenal.gland	4.0	tissue29_adrenal.gland	0.38473398	0.20683232068887603
Q6JQN1	tissue29_appendix	3.0	tissue29_appendix	0.450749103	0.28994637031690274
Q6JQN1	tissue29_bone.marrow	2.0	tissue29_bone.marrow	10.81216022	0.2041453170045313
Q6JQN1	tissue29_colon	4.0	tissue29_colon	0.467383096	0.13188654644596554
Q6JQN1	tissue29_duodenum	6.0	tissue29_duodenum	2.574752952	0.39394595012290656
Q6JQN1	tissue29_endometrium	3.0	tissue29_endometrium	0.252277491	0.10314798399357161
Q6JQN1	tissue29_esophagus	2.0	tissue29_esophagus	1.413960168	0.26552053439800827
Q6JQN1	tissue29_fallopian.tube	5.0	tissue29_fallopian.tube	0.992748455	0.7089347008730849
Q6JQN1	tissue29_gall.bladder	4.0	tissue29_gall.bladder	0.291187003	0.16280731786770097
Q6JQN1	tissue29_heart	3.0	tissue29_heart	1.024941472	0.20013289187543704
Q6JQN1	tissue29_kidney	8.0	tissue29_kidney	8.0418749	0.7946035788698596
Q6JQN1	tissue29_liver	3.0	tissue29_liver	3.975800527	0.4336042142227514
Q6JQN1	tissue29_lung	3.0	tissue29_lung	0.729720089	0.17247384086919393
Q6JQN1	tissue29_lymph.node	4.0	tissue29_lymph.node	8.797759906	0.2583212964015218
Q6JQN1	tissue29_ovary	4.0	tissue29_ovary	0.927581362	0.3488106236224118
Q6JQN1	tissue29_pancreas	1.0	tissue29_pancreas	1.362366981	0.282958059880716
Q6JQN1	tissue29_placenta	3.0	tissue29_placenta	0.13454104	0.2875339223150315
Q6JQN1	tissue29_prostate	4.0	tissue29_prostate	0.465263752	0.4171331351511476
Q6JQN1	tissue29_rectum	5.0	tissue29_rectum	0.308364633	0.22552492183544426
Q6JQN1	tissue29_salivary.gland	3.0	tissue29_salivary.gland	0.926299058	0.11330353476047095
