uid	rna_expt	rna_value	prot_expt	prot_value	predicted_prot_value
O60341	nci60_SF268	26.0	nci60_SF268	4.361888956	4.509087293207574
O60341	nci60_SF295	25.0	nci60_SF295	1.242686892	4.6000669819444475
O60341	nci60_SF539	18.0	nci60_SF539	23.64070243	3.2689437212249457
O60341	nci60_SKMEL28	45.0	nci60_SKMEL28	5.705792182	6.84297880229003
O60341	nci60_SKMEL5	20.0	nci60_SKMEL5	15.82385854	3.9247467498120514
O60341	nci60_SKOV3	42.0	nci60_SKOV3	7.946596981	6.766759980372124
O60341	nci60_SNB75	21.0	nci60_SNB75	10.78667382	3.7298909591317884
O60341	nci60_SW620	44.0	nci60_SW620	4.01699541	8.09330226684982
O60341	nci60_T47D	16.0	nci60_T47D	10.41970887	2.7294532797970086
O60341	nci60_U251MG	16.0	nci60_U251MG	8.372641949	3.081494197337384
O60341	nci60_UACC257	36.0	nci60_UACC257	13.9582676	5.431388387006291
O60341	nci60_UACC62	29.0	nci60_UACC62	12.09914202	4.884684758350758
O60341	nci60_UO31	22.0	nci60_UO31	12.5042303	3.586291047135008
O60341	nci60_X786O	33.0	nci60_X786O	4.246181296	4.7977637142137475
Q96JG6	nci60_A498	3.0	nci60_A498	0.794570521	2.223740590334599
Q96JG6	nci60_A549	3.0	nci60_A549	0.256162045	1.7737084964058099
Q96JG6	nci60_ACHN	6.0	nci60_ACHN	2.210707431	3.9617280107540047
Q96JG6	nci60_BT549	3.0	nci60_BT549	1.163987848	1.5365938918020001
Q96JG6	nci60_Caki1	3.0	nci60_Caki1	0.524808924	2.5030009958345185
Q96JG6	nci60_DU145	4.0	nci60_DU145	0.381233331	2.4987028727678053
Q96JG6	nci60_EKVX	5.0	nci60_EKVX	3.393199586	2.4556909435370478
Q96JG6	nci60_HCT116	3.0	nci60_HCT116	1.806065036	2.068342092158142
Q96JG6	nci60_HCT15	4.0	nci60_HCT15	1.733831352	2.5508080510550224
Q96JG6	nci60_HL60	2.0	nci60_HL60	0.399514695	2.081951210376312
Q96JG6	nci60_HOP62	2.0	nci60_HOP62	0.307439043	1.5103377574389167
Q96JG6	nci60_HOP92	4.0	nci60_HOP92	2.265551524	1.9678798089995047
Q96JG6	nci60_HS578T	2.0	nci60_HS578T	0.558473388	1.6072727791762844
Q96JG6	nci60_HT29	4.0	nci60_HT29	1.326959523	1.9054420307351454
Q96JG6	nci60_IGROV1	2.0	nci60_IGROV1	0.464168301	1.5607131704137087
Q96JG6	nci60_K562	2.0	nci60_K562	0.350690076	1.3464031410472952
Q96JG6	nci60_KM12	4.0	nci60_KM12	1.021081084	2.655572543230151
Q96JG6	nci60_MCF7	2.0	nci60_MCF7	2.898042143	1.7271237966178825
Q96JG6	nci60_MDAMB231	3.0	nci60_MDAMB231	1.231316775	1.762718628339098
Q96JG6	nci60_MDAMB435	5.0	nci60_MDAMB435	1.514009093	2.849466181312681
Q96JG6	nci60_Malme3M	7.0	nci60_Malme3M	1.163319017	3.1397882571882807
Q96JG6	nci60_NCIH226	3.0	nci60_NCIH226	0.807947129	1.7686993514252163
Q96JG6	nci60_NCIH23	3.0	nci60_NCIH23	1.354604513	2.274068782129162
Q96JG6	nci60_NCIH322T	3.0	nci60_NCIH322T	0.788996934	1.6735671101653815
Q96JG6	nci60_NCIH460	1.0	nci60_NCIH460	0.250588458	1.3834070287014586
Q96JG6	nci60_NCIH522	3.0	nci60_NCIH522	0.892442703	1.7700142713705245
Q96JG6	nci60_OVCAR3	2.0	nci60_OVCAR3	0.708291399	1.8908725177698629
Q96JG6	nci60_OVCAR4	4.0	nci60_OVCAR4	1.497065389	2.514998400207048
Q96JG6	nci60_OVCAR8	2.0	nci60_OVCAR8	0.289380622	1.3577240582435008
Q96JG6	nci60_PC3	4.0	nci60_PC3	2.853007563	2.7222552827392867
Q96JG6	nci60_RPMI8226	4.0	nci60_RPMI8226	0.613986311	2.0693832640782204
Q96JG6	nci60_SF268	2.0	nci60_SF268	0.250142571	1.5910540255010344
Q96JG6	nci60_SF295	4.0	nci60_SF295	2.023434918	2.157245361473372
Q96JG6	nci60_SF539	1.0	nci60_SF539	0.133097251	1.3665439572579463
Q96JG6	nci60_SKMEL28	3.0	nci60_SKMEL28	1.186282194	1.631948175929172
Q96JG6	nci60_SKMEL5	4.0	nci60_SKMEL5	3.033368829	2.411538337103568
Q96JG6	nci60_SKOV3	1.0	nci60_SKOV3	0.492036234	1.510270575460055
Q96JG6	nci60_SNB75	3.0	nci60_SNB75	1.813422171	2.046875589561524
Q96JG6	nci60_SW620	3.0	nci60_SW620	0.035893898	2.28134970512987
Q96JG6	nci60_T47D	3.0	nci60_T47D	0.64408368	2.129127161932988
Q96JG6	nci60_U251MG	4.0	nci60_U251MG	0.654784966	2.5769330183217316
Q96JG6	nci60_UACC257	4.0	nci60_UACC257	2.395973453	2.4156825532242574
Q96JG6	nci60_UACC62	2.0	nci60_UACC62	0.587233095	1.4569402646915424
Q96JG6	nci60_UO31	4.0	nci60_UO31	3.198569939	2.41427481118698
Q96JG6	nci60_X786O	4.0	nci60_X786O	0.28603647	1.9825863955266665
Q6FI81	nci60_A498	18.0	nci60_A498	3.948105879	3.0504347252882074
Q6FI81	nci60_A549	29.0	nci60_A549	33.824983	4.347578536340094
Q6FI81	nci60_ACHN	33.0	nci60_ACHN	19.94496855	8.150766292511038
Q6FI81	nci60_BT549	20.0	nci60_BT549	9.671287651	3.027737037258964
Q6FI81	nci60_Caki1	27.0	nci60_Caki1	11.84164231	3.8617466766667095
Q6FI81	nci60_DU145	34.0	nci60_DU145	13.09547638	5.190346196761002
Q6FI81	nci60_EKVX	26.0	nci60_EKVX	15.83322217	3.5194311542803014
Q6FI81	nci60_HCT116	30.0	nci60_HCT116	4.117988801	3.610467460126351
Q6FI81	nci60_HCT15	23.0	nci60_HCT15	11.05442893	2.869423560003619
Q6FI81	nci60_HL60	21.0	nci60_HL60	7.540171039	3.7144369706245612
Q6FI81	nci60_HOP62	19.0	nci60_HOP62	0.782754517	3.6595632185933464
Q6FI81	nci60_HOP92	16.0	nci60_HOP92	9.461720791	3.4056518223845114
Q6FI81	nci60_HS578T	6.0	nci60_HS578T	5.834653507	2.4315222725467045
Q6FI81	nci60_HT29	16.0	nci60_HT29	10.3387804	2.9320925459766065
Q6FI81	nci60_IGROV1	32.0	nci60_IGROV1	38.9702953	4.548688836048444
Q6FI81	nci60_K562	18.0	nci60_K562	49.8943023	4.142736863811191
Q6FI81	nci60_KM12	22.0	nci60_KM12	21.93362429	5.495492096858276
Q6FI81	nci60_LOXIMVI	14.0	nci60_LOXIMVI	15.18088958	3.4999551090483063
Q6FI81	nci60_MCF7	12.0	nci60_MCF7	15.05002177	3.554746634946838
Q6FI81	nci60_MDAMB231	15.0	nci60_MDAMB231	15.74538244	2.6089443925043736
Q6FI81	nci60_MDAMB435	37.0	nci60_MDAMB435	9.790339463	7.706307108852608
Q6FI81	nci60_Malme3M	9.0	nci60_Malme3M	5.776911149	2.9881757523722343
Q6FI81	nci60_NCIH226	22.0	nci60_NCIH226	5.533233938	4.17100100124338
Q6FI81	nci60_NCIH23	21.0	nci60_NCIH23	14.42399651	3.2250122392509333
Q6FI81	nci60_NCIH322T	28.0	nci60_NCIH322T	8.050488637	5.635883507012477
Q6FI81	nci60_NCIH460	50.0	nci60_NCIH460	31.27874565	10.529424503209993
Q6FI81	nci60_NCIH522	19.0	nci60_NCIH522	13.57435895	3.775005580175905
Q6FI81	nci60_OVCAR3	21.0	nci60_OVCAR3	9.962005934	4.1126301916126415
Q6FI81	nci60_OVCAR4	14.0	nci60_OVCAR4	8.61052263	2.7772016305695386
Q6FI81	nci60_OVCAR8	27.0	nci60_OVCAR8	33.25134945	5.374256799248427
Q6FI81	nci60_PC3	11.0	nci60_PC3	27.27557273	3.480361099323165
Q6FI81	nci60_RPMI8226	23.0	nci60_RPMI8226	37.50154373	4.778043646823977
Q6FI81	nci60_SF268	20.0	nci60_SF268	8.579533488	4.001278237299115
Q6FI81	nci60_SF295	27.0	nci60_SF295	24.99686754	5.967295145021379
Q6FI81	nci60_SF539	13.0	nci60_SF539	5.590307466	3.592930946071734
Q6FI81	nci60_SKMEL28	12.0	nci60_SKMEL28	2.222969322	3.1052395984099963
Q6FI81	nci60_SKMEL5	21.0	nci60_SKMEL5	23.91403112	5.274009653760419
Q6FI81	nci60_SKOV3	21.0	nci60_SKOV3	16.73190729	5.334408123762774
Q6FI81	nci60_SNB75	12.0	nci60_SNB75	8.68899873	2.772984435877001
Q6FI81	nci60_SW620	35.0	nci60_SW620	48.90577096	7.500954420872583
Q6FI81	nci60_T47D	18.0	nci60_T47D	16.23563513	3.261276436894671
Q6FI81	nci60_U251MG	20.0	nci60_U251MG	17.09017744	3.5221246699787843
Q6FI81	nci60_UACC257	27.0	nci60_UACC257	26.90905367	5.794259677956419
Q6FI81	nci60_UACC62	25.0	nci60_UACC62	14.6188491	5.576997278154233
Q6FI81	nci60_UO31	22.0	nci60_UO31	19.59450142	4.358137984316068
Q6FI81	nci60_X786O	24.0	nci60_X786O	17.22461235	5.336154202487209
P05164	nci60_BT549	0.5	nci60_BT549	1.342119679	0.36768744718633384
P05164	nci60_HL60	5256.0	nci60_HL60	2146.031308	85.70681805328745
P05164	nci60_SKMEL28	1.0	nci60_SKMEL28	0.50719639	0.7605632280681849
Q6NTF9	nci60_A498	21.0	nci60_A498	0.333077542	0.9855585718227489
Q6NTF9	nci60_A549	20.0	nci60_A549	2.801284678	1.4502179844579488
Q6NTF9	nci60_ACHN	23.0	nci60_ACHN	4.257551413	1.2737376532175402
Q6NTF9	nci60_DU145	19.0	nci60_DU145	3.683026095	1.7793551563322128
Q6NTF9	nci60_EKVX	37.0	nci60_EKVX	8.353022924	1.8716347115187792
Q6NTF9	nci60_HCT15	20.0	nci60_HCT15	1.409448606	1.1022228021381357
Q6NTF9	nci60_HL60	5.0	nci60_HL60	0.441428067	0.540140918224326
Q6NTF9	nci60_HOP62	22.0	nci60_HOP62	9.030548124	1.5907569021817083
Q6NTF9	nci60_HOP92	44.0	nci60_HOP92	3.331890133	1.889881219312564
Q6NTF9	nci60_HT29	14.0	nci60_HT29	4.155889191	0.9671460109711165
Q6NTF9	nci60_IGROV1	13.0	nci60_IGROV1	2.336447547	0.8326240231186026
Q6NTF9	nci60_KM12	9.0	nci60_KM12	3.617703659	0.6094040151897813
Q6NTF9	nci60_LOXIMVI	10.0	nci60_LOXIMVI	1.562610769	0.5646770271188182
Q6NTF9	nci60_MCF7	39.0	nci60_MCF7	1.464515643	1.8645187215858123
Q6NTF9	nci60_Malme3M	40.0	nci60_Malme3M	10.23533463	1.7696695520854995
Q6NTF9	nci60_NCIH226	9.0	nci60_NCIH226	3.117418516	0.5538441271784202
Q6NTF9	nci60_NCIH23	10.0	nci60_NCIH23	4.615152736	0.6133900492334279
Q6NTF9	nci60_NCIH322T	7.0	nci60_NCIH322T	0.477544909	0.36964382954547137
Q6NTF9	nci60_NCIH460	24.0	nci60_NCIH460	0.936362567	1.4126353630968684
Q6NTF9	nci60_NCIH522	31.0	nci60_NCIH522	2.740198168	1.4613388669122607
Q6NTF9	nci60_OVCAR3	14.0	nci60_OVCAR3	1.120959758	0.9809437354367705
Q6NTF9	nci60_OVCAR4	15.0	nci60_OVCAR4	0.796354068	0.7737628419543938
Q6NTF9	nci60_OVCAR8	11.0	nci60_OVCAR8	0.946617966	0.6967876227194805
Q6NTF9	nci60_PC3	16.0	nci60_PC3	0.404642395	1.0514003712904136
Q6NTF9	nci60_RPMI8226	19.0	nci60_RPMI8226	1.111596133	1.4520934734876967
Q6NTF9	nci60_SF268	21.0	nci60_SF268	0.841611593	0.7234243148362947
Q6NTF9	nci60_SF295	36.0	nci60_SF295	3.121208555	1.3296266357751416
Q6NTF9	nci60_SF539	18.0	nci60_SF539	1.872948077	1.2802422618177314
Q6NTF9	nci60_SKMEL28	7.0	nci60_SKMEL28	2.146945599	0.48786845652291944
Q6NTF9	nci60_SKMEL5	30.0	nci60_SKMEL5	3.339247267	1.374111750605982
Q6NTF9	nci60_SKOV3	7.0	nci60_SKOV3	0.1928461	0.34903321659179
Q6NTF9	nci60_SNB75	15.0	nci60_SNB75	2.076049576	0.9685087053140451
Q6NTF9	nci60_SW620	25.0	nci60_SW620	3.051650193	1.1603919412121457
Q6NTF9	nci60_T47D	32.0	nci60_T47D	3.870744495	1.2282339712083181
Q6NTF9	nci60_U251MG	40.0	nci60_U251MG	0.45703411	1.5665937406062023
Q6NTF9	nci60_UACC257	20.0	nci60_UACC257	0.825559663	1.173599982046516
Q6NTF9	nci60_UACC62	20.0	nci60_UACC62	3.60811709	1.0023521931188024
Q6NTF9	nci60_UO31	18.0	nci60_UO31	0.55156214	0.8339907083995022
Q6NTF9	nci60_X786O	24.0	nci60_X786O	1.186282194	1.0040507790244373
P20701	nci60_HL60	18.0	nci60_HL60	4.859944664	2.8255097730817806
P20701	nci60_RPMI8226	4.0	nci60_RPMI8226	0.616661633	1.169658947719332
P20701	nci60_T47D	2.0	nci60_T47D	0.034779181	1.0807959221652306
P63010	nci60_A498	87.0	nci60_A498	71.21394028	166.23867085450706
P63010	nci60_A549	73.0	nci60_A549	78.50508346	131.4195592240338
P63010	nci60_ACHN	75.0	nci60_ACHN	42.58376303	153.86007288087862
P63010	nci60_BT549	52.0	nci60_BT549	35.97950868	103.59576802847906
P63010	nci60_Caki1	50.0	nci60_Caki1	123.1624437	106.1466171902316
P63010	nci60_DU145	114.0	nci60_DU145	63.41626954	186.96685786406042
P63010	nci60_EKVX	56.0	nci60_EKVX	51.40675079	120.40781315055817
P63010	nci60_HCT116	52.0	nci60_HCT116	25.00734589	100.90942949062958
P63010	nci60_HCT15	68.0	nci60_HCT15	80.58715251	121.13356279753864
P63010	nci60_HL60	19.0	nci60_HL60	26.5378528	57.278276952010025
P63010	nci60_HOP62	53.0	nci60_HOP62	56.2956781	102.88443461010725
P63010	nci60_HOP92	77.0	nci60_HOP92	42.35167888	133.37376778688744
P63010	nci60_HS578T	29.0	nci60_HS578T	45.07248097	68.63548030060753
P63010	nci60_HT29	71.0	nci60_HT29	40.03462742	128.09289787896984
P63010	nci60_IGROV1	45.0	nci60_IGROV1	76.61273931	93.23845660028674
P63010	nci60_K562	70.0	nci60_K562	42.74116112	117.85242244708533
P63010	nci60_KM12	35.0	nci60_KM12	77.9031361	72.56529855914685
P63010	nci60_LOXIMVI	67.0	nci60_LOXIMVI	38.32777223	130.9851578868273
P63010	nci60_MCF7	25.0	nci60_MCF7	53.1316644	64.34256299925502
P63010	nci60_MDAMB231	81.0	nci60_MDAMB231	33.31421951	128.2032538941308
P63010	nci60_MDAMB435	35.0	nci60_MDAMB435	50.01692121	77.41877752279635
P63010	nci60_Malme3M	26.0	nci60_Malme3M	29.66864792	71.48616870747841
P63010	nci60_NCIH226	45.0	nci60_NCIH226	40.93041427	90.45069725405506
P63010	nci60_NCIH23	71.0	nci60_NCIH23	9.257058687	137.0858397287936
P63010	nci60_NCIH322T	68.0	nci60_NCIH322T	6.298598864	116.73422529655498
P63010	nci60_NCIH460	61.0	nci60_NCIH460	35.93491998	129.72769468192467
P63010	nci60_NCIH522	94.0	nci60_NCIH522	70.04883771	161.8796165613508
P63010	nci60_OVCAR3	24.0	nci60_OVCAR3	36.30188493	75.72489050545308
P63010	nci60_OVCAR4	25.0	nci60_OVCAR4	50.75753941	62.89531958843462
